-500.000,-100.000,400.000,180.00,0.00,0.00,30,0.000
-600.000,-150.000,200.000,180.00,0.00,0.00,25,0.000
-600.000,-150.000,145.000,180.00,0.00,0.00,10,1.500
-600.000,-150.000,200.000,180.00,0.00,0.00,15,0.000
-300.000,-50.000,200.000,180.00,0.00,0.00,25,0.000
-300.000,-50.000,145.000,180.00,0.00,0.00,10,1.500
-300.000,-50.000,200.000,180.00,0.00,0.00,15,0.000
-500.000,-100.000,400.000,180.00,0.00,0.00,30,0.000
